House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group
15,Francis Estate,Jeremy,Murphy,43,Head,Single,Male,Publishing copy,Not Specified,Methodist,"(40, 50]"
15,Francis Estate,Megan,Williams,41,Partner,Single,Female,Theatre manager,Not Specified,Not Specified,"(40, 50]"
15,Francis Estate,Gordon,Murphy,3,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
16,Francis Estate,Zoe,Holmes,40,Head,Married,Female,"Engineer, biomedical",Not Specified,Christian,"(30, 40]"
16,Francis Estate,Elliot,Holmes,36,Husband,Married,Male,Ecologist,Not Specified,Christian,"(30, 40]"
1,School Road,Emma,Garner,63,Head,Married,Female,"Teacher, special educational needs",Not Specified,Methodist,"(60, 70]"
1,School Road,Brandon,Garner,70,Husband,Married,Male,Retired Theatre director,Not Specified,Methodist,"(60, 70]"
1,School Road,William,Garner,14,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
1,School Road,Sandra,Garner,10,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
1,School Road,Irene,Garner,8,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
2,School Road,Keith,Gallagher,58,Head,Married,Male,Chief Executive Officer,Not Specified,Not Specified,"(50, 60]"
2,School Road,Kerry,Gallagher,57,Wife,Married,Female,Video editor,Not Specified,Not Specified,"(50, 60]"
2,School Road,Rachael,Gallagher,20,Daughter,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
2,School Road,Olivia,Gallagher,17,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
2,School Road,Kirsty,Gallagher,15,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
3,School Road,Jenna,Buckley,60,Head,Married,Female,Physiological scientist,Not Specified,Methodist,"(50, 60]"
3,School Road,Reece,Buckley,64,Husband,Married,Male,Historic buildings inspector/conservation officer,Not Specified,Not Specified,"(60, 70]"
3,School Road,Lewis,Buckley,31,Son,Divorced,Male,"Engineer, maintenance",Not Specified,Methodist,"(30, 40]"
3,School Road,Jennifer,Buckley,31,Daughter,Single,Female,Local government officer,Not Specified,Methodist,"(30, 40]"
4,School Road,Leon,Evans,24,Head,Divorced,Male,Herpetologist,Not Specified,Not Specified,"(17, 30]"
5,School Road,Megan,Armstrong-Rogers,22,Head,Single,Female,Unemployed,Not Specified,Christian,"(17, 30]"
5,School Road,Tracey,Armstrong-Rogers,2,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
5,School Road,Jenna,Hopkins,44,Lodger,Single,Female,Unemployed,Not Specified,Christian,"(40, 50]"
5,School Road,Marcus,Martin,48,Lodger,Single,Male,Primary school teacher,Not Specified,Catholic,"(40, 50]"
6,School Road,Andrew,Cook,41,Head,Single,Male,"Engineer, petroleum",Not Specified,Catholic,"(40, 50]"
7,School Road,Molly,Smith,40,Head,Divorced,Female,Unemployed,Not Specified,Catholic,"(30, 40]"
7,School Road,Conor,Smith,15,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
8,School Road,Jonathan,Lamb,41,Head,Single,Male,Financial risk analyst,Not Specified,Not Specified,"(40, 50]"
8,School Road,Teresa,Little,47,Not Specified,Divorced,Female,"Administrator, charities/voluntary organisations",Not Specified,Christian,"(40, 50]"
8,School Road,Jamie,Hill,29,Not Specified,Single,Male,Unemployed,Not Specified,Not Specified,"(17, 30]"
8,School Road,Glen,Iqbal,59,Not Specified,Single,Male,Minerals surveyor,Not Specified,Not Specified,"(50, 60]"
8,School Road,Gerald,Abbott,41,Not Specified,Single,Male,Armed forces technical officer,Not Specified,Catholic,"(40, 50]"
9,School Road,Carly,Little,18,Head,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
9,School Road,Valerie,Pearson,21,Not Specified,Single,Female,University Student,Not Specified,Catholic,"(17, 30]"
10,School Road,Ellie,Martin,36,Head,Divorced,Female,Water quality scientist,Not Specified,Bahai,"(30, 40]"
11,School Road,Mohamed,Potter,86,Head,Married,Male,Retired Veterinary surgeon,Not Specified,Catholic,"(80, 90]"
11,School Road,Carly,Potter,80,Wife,Married,Female,Retired Secretary/administrator,Not Specified,Catholic,"(70, 80]"
12,School Road,Alexandra,Smith,50,Head,Single,Female,Naval architect,Not Specified,Not Specified,"(40, 50]"
12,School Road,Luke,Smith,10,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
13,School Road,Iain,Clarke,35,Head,Single,Male,"Engineer, biomedical",Not Specified,Christian,"(30, 40]"
13,School Road,Jacqueline,Brady,34,Partner,Single,Female,Unemployed,Not Specified,Christian,"(30, 40]"
13,School Road,Heather,Clarke,6,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
14,School Road,Teresa,Black,25,Head,Married,Female,Telecommunications researcher,Not Specified,Christian,"(17, 30]"
14,School Road,Gerald,Black,30,Husband,Married,Male,Unemployed,Not Specified,Christian,"(17, 30]"
15,School Road,Owen,Morrison,22,Head,Married,Male,University Student,Not Specified,Not Specified,"(17, 30]"
15,School Road,Barbara,Morrison,20,Wife,Married,Female,University Student,Not Specified,Not Specified,"(17, 30]"
16,School Road,Harry,Thomas,79,Head,Married,Male,Retired Architect,Not Specified,Christian,"(70, 80]"
16,School Road,Margaret,Thomas,77,Wife,Married,Female,Retired Equality and diversity officer,Not Specified,Christian,"(70, 80]"
17,School Road,William,Edwards,76,Head,Married,Male,"Retired Engineer, technical sales",Not Specified,Christian,"(70, 80]"
17,School Road,Valerie,Edwards,69,Wife,Married,Female,Retired Medical laboratory scientific officer,Not Specified,Not Specified,"(60, 70]"
18,School Road,Emma,Atkinson,84,Head,Married,Female,Retired Immigration officer,Not Specified,Christian,"(80, 90]"
18,School Road,Justin,Atkinson,88,Husband,Married,Male,Retired Print production planner,Not Specified,Christian,"(80, 90]"
19,School Road,Jade,Begum,36,Head,Single,Female,Air broker,Not Specified,Not Specified,"(30, 40]"
19,School Road,Mohamed,Allen,37,Partner,Single,Male,"Merchandiser, retail",Not Specified,Not Specified,"(30, 40]"
20,School Road,Jean,Cooper,71,Head,Married,Female,Retired Market researcher,Not Specified,Christian,"(70, 80]"
20,School Road,Martyn,Cooper,72,Husband,Married,Male,Retired Solicitor,Not Specified,Not Specified,"(70, 80]"
21,School Road,Ryan,Campbell,79,Head,Married,Male,Retired Cytogeneticist,Not Specified,Christian,"(70, 80]"
21,School Road,Jasmine,Campbell,74,Wife,Married,Female,Retired Personal assistant,Not Specified,Not Specified,"(70, 80]"
1,Fisher Shores,Russell,Edwards,71,Head,Divorced,Male,Retired Artist,Not Specified,Catholic,"(70, 80]"
2,Fisher Shores,Natalie,Jarvis,62,Head,Divorced,Female,Unemployed,Not Specified,Not Specified,"(60, 70]"
2,Fisher Shores,Jayne,Jarvis,27,Daughter,Divorced,Female,Chief Technology Officer,Not Specified,Not Specified,"(17, 30]"
2,Fisher Shores,Roy,Jarvis,23,Son,Single,Male,Make,Not Specified,Not Specified,"(17, 30]"
2,Fisher Shores,Lisa,Jarvis,23,Daughter,Single,Female,"Designer, ceramics/pottery",Not Specified,Not Specified,"(17, 30]"
3,Fisher Shores,Carole,Sykes,42,Head,Divorced,Female,Animator,Not Specified,Methodist,"(40, 50]"
3,Fisher Shores,Natalie,Sykes,6,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
4,Fisher Shores,Tracey,Alexander,80,Head,Married,Female,Retired Equality and diversity officer,Not Specified,Catholic,"(70, 80]"
4,Fisher Shores,Callum,Alexander,86,Husband,Married,Male,Retired Sales executive,Not Specified,Catholic,"(80, 90]"
5,Fisher Shores,Danny,Ahmed,29,Head,Married,Male,"Surveyor, commercial/residential",Not Specified,Not Specified,"(17, 30]"
5,Fisher Shores,Victoria,Ahmed,29,Wife,Married,Female,Quality manager,Not Specified,Not Specified,"(17, 30]"
6,Fisher Shores,Lynn,Watts,69,Head,Married,Female,Retired Chiropractor,Not Specified,Catholic,"(60, 70]"
6,Fisher Shores,Michael,Watts,70,Husband,Married,Male,Retired Corporate investment banker,Not Specified,Not Specified,"(60, 70]"
7,Fisher Shores,Kim,Brookes,38,Head,Divorced,Female,Licensed conveyancer,Not Specified,Methodist,"(30, 40]"
7,Fisher Shores,Nigel,Brookes,14,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
8,Fisher Shores,Joanne,Chambers,54,Head,Married,Female,Unemployed,Not Specified,Christian,"(50, 60]"
8,Fisher Shores,Abdul,Chambers,57,Husband,Married,Male,Field trials officer,Not Specified,Not Specified,"(50, 60]"
8,Fisher Shores,Michael,Chambers,13,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
9,Fisher Shores,Sophie,Slater-Wilson,33,Head,Single,Female,Unemployed,Not Specified,Christian,"(30, 40]"
9,Fisher Shores,Emily,Kirk,8,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
9,Fisher Shores,Angela,Kirk,4,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
9,Fisher Shores,Lesley,Kirk,0,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,
10,Fisher Shores,Phillip,Daniels,48,Head,Divorced,Male,Chiropractor,Not Specified,Catholic,"(40, 50]"
11,Fisher Shores,Jean,Robinson,50,Head,Single,Female,"Scientist, forensic",Not Specified,Christian,"(40, 50]"
11,Fisher Shores,Jordan,Robinson,11,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
12,Fisher Shores,Christian,Collier,23,Head,Single,Male,Educational psychologist,Not Specified,Muslim,"(17, 30]"
12,Fisher Shores,Anna,Roberts,19,Partner,Single,Female,University Student,Unknown Infection,Muslim,"(17, 30]"
13,Fisher Shores,Damien,Dickinson,96,Head,Widowed,Male,Retired Logistics and distribution manager,Not Specified,Christian,"(90, 100]"
14,Fisher Shores,Kelly,Mills,53,Head,Single,Female,Unemployed,Not Specified,Christian,"(50, 60]"
15,Fisher Shores,Bethan,Jackson,75,Head,Widowed,Female,Retired Insurance risk surveyor,Not Specified,Not Specified,"(70, 80]"
16,Fisher Shores,Julia,Chan,79,Head,Married,Female,"Retired Editor, magazine features",Not Specified,Christian,"(70, 80]"
16,Fisher Shores,Raymond,Chan,81,Husband,Married,Male,Retired Pension scheme manager,Not Specified,Christian,"(80, 90]"
17,Fisher Shores,Harriet,Saunders,55,Head,Married,Female,Intelligence analyst,Not Specified,Christian,"(50, 60]"
17,Fisher Shores,Joe,Saunders,57,Husband,Married,Male,Magazine features editor,Not Specified,Not Specified,"(50, 60]"
18,Fisher Shores,Justin,Austin,83,Head,Married,Male,Retired Actor,Not Specified,Not Specified,"(80, 90]"
18,Fisher Shores,Bethany,Austin,83,Wife,Married,Female,"Retired Engineer, automotive",Not Specified,Not Specified,"(80, 90]"
19,Fisher Shores,Stacey,Lawrence,59,Head,Single,Female,"Radiographer, therapeutic",Not Specified,Christian,"(50, 60]"
19,Fisher Shores,Elliott,Jackson,60,Partner,Single,Male,Air cabin crew,Not Specified,Christian,"(50, 60]"
20,Fisher Shores,Declan,Savage,20,Head,Single,Male,University Student,Not Specified,Not Specified,"(17, 30]"
20,Fisher Shores,Justin,Mellor,20,Not Specified,Single,Male,University Student,Not Specified,Not Specified,"(17, 30]"
21,Fisher Shores,Jill,Edwards,38,Head,Married,Female,Chartered public finance accountant,Not Specified,Methodist,"(30, 40]"
21,Fisher Shores,Phillip,Edwards,37,Husband,Married,Male,Banker,Not Specified,Methodist,"(30, 40]"
22,Fisher Shores,Frank,Smith,57,Head,Divorced,Male,Unemployed,Not Specified,Methodist,"(50, 60]"
23,Fisher Shores,Peter,Collins,68,Head,Single,Male,Retired Building control surveyor,Not Specified,Not Specified,"(60, 70]"
24,Fisher Shores,Frank,Williams,69,Head,Widowed,Male,"Retired Engineer, water",Not Specified,Christian,"(60, 70]"
25,Fisher Shores,Lesley,Lawson,43,Head,Single,Female,"Surveyor, hydrographic",Not Specified,Not Specified,"(40, 50]"
25,Fisher Shores,James,Phillips,41,Partner,Single,Male,Clothing/textile technologist,Not Specified,Not Specified,"(40, 50]"
25,Fisher Shores,Rachel,Lawson,9,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
25,Fisher Shores,Brian,Lawson,7,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
25,Fisher Shores,Angela,Lawson,4,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
26,Fisher Shores,Lucy,Cooper,20,Head,Single,Female,University Student,Not Specified,Catholic,"(17, 30]"
26,Fisher Shores,Julia,Smith,45,Not Specified,Single,Female,Immigration officer,Not Specified,Christian,"(40, 50]"
26,Fisher Shores,Louise,Khan,49,Not Specified,Single,Female,Dramatherapist,Not Specified,Christian,"(40, 50]"
27,Fisher Shores,Ashleigh,O'Neill,85,Head,Married,Female,Retired Sports coach,Not Specified,Christian,"(80, 90]"
27,Fisher Shores,Alan,O'Neill,88,Husband,Married,Male,"Retired Designer, graphic",Not Specified,Not Specified,"(80, 90]"
28,Fisher Shores,Cheryl,Clarke,33,Head,Married,Female,Unemployed,Not Specified,Not Specified,"(30, 40]"
28,Fisher Shores,Norman,Clarke,35,Husband,Married,Male,Public relations officer,Not Specified,Not Specified,"(30, 40]"
28,Fisher Shores,Shane,Clarke,10,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
29,Fisher Shores,Phillip,Taylor,49,Head,Single,Male,Actor,Not Specified,Catholic,"(40, 50]"
29,Fisher Shores,Denise,Tomlinson,43,Partner,Single,Female,Product/process development scientist,Not Specified,Catholic,"(40, 50]"
30,Fisher Shores,Christopher,Reid,21,Head,Divorced,Male,University Student,Not Specified,Not Specified,"(17, 30]"
30,Fisher Shores,Dawn,Dixon,43,Lodger,Single,Female,"Surveyor, building control",Not Specified,Methodist,"(40, 50]"
31,Fisher Shores,Ann,Coles,38,Head,Single,Female,Clinical research associate,Not Specified,Not Specified,"(30, 40]"
31,Fisher Shores,Phillip,Coles,6,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
31,Fisher Shores,Elliott,Coles,6,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
31,Fisher Shores,Sandra,Moss,35,Lodger,Single,Female,"Engineer, technical sales",Not Specified,Not Specified,"(30, 40]"
31,Fisher Shores,Bethan,Campbell,20,Lodger,Single,Female,University Student,Not Specified,Catholic,"(17, 30]"
32,Fisher Shores,Barry,Campbell,22,Head,Divorced,Male,University Student,Not Specified,Muslim,"(17, 30]"
33,Fisher Shores,Abigail,Hewitt,34,Head,Single,Female,Minerals surveyor,Not Specified,Not Specified,"(30, 40]"
34,Fisher Shores,Leonard,Stanley,29,Head,Single,Male,"Teacher, English as a foreign language",Not Specified,Methodist,"(17, 30]"
34,Fisher Shores,Amy,Harding,27,Partner,Single,Female,Radio producer,Not Specified,Methodist,"(17, 30]"
35,Fisher Shores,Gemma,Harris,68,Head,Married,Female,"Retired Engineer, energy",Not Specified,Christian,"(60, 70]"
35,Fisher Shores,Lewis,Harris,70,Husband,Married,Male,Retired Tourist information centre manager,Not Specified,Christian,"(60, 70]"
35,Fisher Shores,Steven,Harris,43,Son,Single,Male,Solicitor,Not Specified,Christian,"(40, 50]"
36,Fisher Shores,Alice,Martin,70,Head,Single,Female,Retired Clinical molecular geneticist,Not Specified,Not Specified,"(60, 70]"
37,Fisher Shores,Wendy,Morris,38,Head,Single,Female,Unemployed,Not Specified,Not Specified,"(30, 40]"
37,Fisher Shores,Jessica,Morris,9,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
37,Fisher Shores,Shane,Morris,7,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
37,Fisher Shores,Jennifer,Morris,4,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
38,Fisher Shores,Beverley,Clarke,72,Head,Married,Female,"Retired Engineer, land",Not Specified,Christian,"(70, 80]"
38,Fisher Shores,Gerald,Clarke,74,Husband,Married,Male,Retired Homeopath,Not Specified,Christian,"(70, 80]"
39,Fisher Shores,Kimberley,Smith,34,Head,Divorced,Female,Health visitor,Not Specified,Not Specified,"(30, 40]"
39,Fisher Shores,Bethan,Smith,6,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
39,Fisher Shores,Paula,Smith,6,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
39,Fisher Shores,Aaron,Smith,2,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
39,Fisher Shores,Denise,Smith,0,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,
40,Fisher Shores,Rita,Williams,41,Head,Divorced,Female,Counselling psychologist,Not Specified,Not Specified,"(40, 50]"
40,Fisher Shores,Zoe,Williams,10,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
40,Fisher Shores,Brett,Williams,3,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
40,Fisher Shores,Chloe,Mellor,47,Sibling,Single,Female,Translator,Not Specified,Not Specified,"(40, 50]"
40,Fisher Shores,Charlene,Barlow,18,Visitor,Single,Female,Student,Not Specified,Not Specified,"(17, 30]"
41,Fisher Shores,Teresa,Baker,46,Head,Single,Female,Insurance underwriter,Not Specified,Christian,"(40, 50]"
41,Fisher Shores,Julian,Baker,11,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
41,Fisher Shores,Jade,Baker,11,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
42,Fisher Shores,Wendy,Mitchell,64,Head,Single,Female,Unemployed,Not Specified,Catholic,"(60, 70]"
42,Fisher Shores,William,Mitchell,40,Son,Divorced,Male,Event organiser,Not Specified,Catholic,"(30, 40]"
42,Fisher Shores,Angela,Mitchell,37,Daughter,Single,Female,Outdoor activities/education manager,Not Specified,Catholic,"(30, 40]"
42,Fisher Shores,Stacey,Mitchell,36,Daughter,Single,Female,Copy,Not Specified,Catholic,"(30, 40]"
43,Fisher Shores,Sophie,Smart,53,Head,Married,Female,Field seismologist,Not Specified,Not Specified,"(50, 60]"
43,Fisher Shores,Elliot,Smart,55,Husband,Married,Male,"Restaurant manager, fast food",Not Specified,Not Specified,"(50, 60]"
44,Fisher Shores,Dorothy,Begum,26,Head,Single,Female,"Engineer, broadcasting (operations)",Not Specified,Not Specified,"(17, 30]"
44,Fisher Shores,Iain,Begum,6,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
44,Fisher Shores,Marc,Begum,4,Adopted Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
44,Fisher Shores,Kelly,Begum,1,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
44,Fisher Shores,Natalie,Morton,53,Lodger,Single,Female,"Engineer, mining",Not Specified,Catholic,"(50, 60]"
45,Fisher Shores,Grace,Burns,71,Head,Married,Female,Retired Civil Service fast streamer,Not Specified,Not Specified,"(70, 80]"
45,Fisher Shores,Nathan,Burns,72,Husband,Married,Male,Unemployed,Not Specified,Not Specified,"(70, 80]"
46,Fisher Shores,Nicole,Morris,78,Head,Married,Female,Retired Jewellery designer,Not Specified,Christian,"(70, 80]"
46,Fisher Shores,Benjamin,Morris,74,Husband,Married,Male,Retired Legal executive,Not Specified,Not Specified,"(70, 80]"
46,Fisher Shores,Kate,Burns,57,Not Specified,Married,Female,Careers information officer,Not Specified,Catholic,"(50, 60]"
46,Fisher Shores,Norman,Burns,59,Not Specified,Married,Male,Environmental consultant,Not Specified,Catholic,"(50, 60]"
46,Fisher Shores,Brian,Burns,17,Not Specified,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
47,Fisher Shores,Naomi,Heath,91,Head,Divorced,Female,Retired Health visitor,Not Specified,Not Specified,"(90, 100]"
48,Fisher Shores,Frances,Ward,66,Head,Married,Female,Research scientist (maths),Not Specified,Catholic,"(60, 70]"
