House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
70,York Lane,Bethany,Cooper,69.0,Head,Married,Female,Retired Private music teacher,None,Christian
70,York Lane,Stanley,Cooper,70.0,Husband,Married,Male,Retired Horticultural consultant,None,Christian
70,York Lane,Raymond,Cooper,45.0,Son,Widowed,Male,"Engineer, technical sales",None,Christian
70,York Lane,Victoria,Cooper,42.0,Daughter,Divorced,Female,"Investment banker, operational",None,Christian
70,York Lane,Kelly,Cooper,41.0,Daughter,Single,Female,Child psychotherapist,None,None
71,York Lane,Joseph,Murray,80.0,Head,Married,Male,Retired Consulting civil engineer,None,None
71,York Lane,Marie,Murray,78.0,Wife,Married,Female,Retired Teaching laboratory technician,None,None
72,York Lane,Linda,Storey,39.0,Head,Single,Female,Secretary/administrator,None,Catholic
72,York Lane,Phillip,Ali,37.0,Partner,Single,Male,Unemployed,None,None
72,York Lane,Jessica,Evans,31.0,Lodger,Single,Female,Holiday representative,None,None
73,York Lane,Michael,Smith,34.0,Head,Single,Male,"Teacher, music",None,Muslim
73,York Lane,Jill,Smith,6.0,Daughter,,Female,Student,None,
74,York Lane,Paige,Jackson,70.0,Head,Married,Female,Unemployed,None,Christian
74,York Lane,Joshua,Jackson,75.0,Husband,Married,Male,Retired Location manager,None,None
75,York Lane,Billy,Chandler,61.0,Head,Married,Male,Dancer,None,None
75,York Lane,Kirsty,Chandler,58.0,Wife,Married,Female,Curator,None,None
75,York Lane,Stephen,Chandler,19.0,Son,Single,Male,University Student,None,None
76,York Lane,Andrew,Clark,53.0,Head,Divorced,Male,"Pharmacist, community",None,None
76,York Lane,Hazel,Clark,16.0,Daughter,,Female,Student,None,
76,York Lane,Charlotte,Clark,13.0,Daughter,,Female,Student,None,
76,York Lane,Mandy,Clark,6.0,Daughter,,Female,Student,None,
76,York Lane,Lydia,Clark,3.0,Daughter,,Female,Child,None,
77,York Lane,Brenda,Burrows,39.0,Head,Married,Female,"Therapist, sports",None,Christian
77,York Lane,Liam,Burrows,46.0,Husband,Married,Male,Geoscientist,None,None
77,York Lane,Damian,Burrows,17.0,Son,,Male,Student,None,
77,York Lane,Ronald,Burrows,13.0,Son,,Male,Student,None,
78,York Lane,Maurice,Harris,30.0,Head,Single,Male,Technical author,Physical Disability,None
78,York Lane,Karl,Fisher,43.0,None,Divorced,Male,Clinical embryologist,None,None
78,York Lane,Norman,Russell,18.0,None,Single,Male,Student,None,
78,York Lane,Michelle,Shepherd,23.0,None,Single,Female,Futures trader,None,Methodist
79,York Lane,Roger,Evans,64.0,Head,Married,Male,"Accountant, chartered public finance",None,Christian
79,York Lane,Melissa,Evans,61.0,Wife,Married,Female,Museum/gallery curator,None,None
80,York Lane,Gareth,Jennings,48.0,Head,Divorced,Male,Furniture designer,None,Christian
81,York Lane,Chloe,Elliott,82.0,Head,Widowed,Female,Unemployed,None,None
81,York Lane,Chelsea,Elliott,47.0,Daughter,Single,Female,Museum/gallery conservator,None,None
81,York Lane,Hollie,Elliott,44.0,Daughter,Single,Female,Operations geologist,None,None
81,York Lane,Robert,Elliott,44.0,Son,Single,Male,Unemployed,None,None
81,York Lane,Thomas,Elliott,40.0,Son,Single,Male,Trade mark attorney,None,None
81,York Lane,Kenneth,Elliott,37.0,Son,Divorced,Male,Visual merchandiser,None,None
82,York Lane,Elliot,Warner,73.0,Head,Widowed,Male,Retired Ecologist,None,Christian
83,York Lane,Molly,Patel,34.0,Head,Single,Female,Records manager,None,Jewish
83,York Lane,Nicholas,Webb,37.0,Partner,Single,Male,Equality and diversity officer,None,Jewish
84,York Lane,Karl,Hammond,39.0,Head,Single,Male,Public relations officer,None,None
84,York Lane,Graeme,Barnes,59.0,None,Single,Male,Printmaker,None,Christian
85,York Lane,Simon,Harrison,57.0,Head,Married,Male,"Sales professional, IT",None,None
85,York Lane,Mandy,Harrison,55.0,Wife,Married,Female,Forest/woodland manager,None,None
85,York Lane,Frank,Harrison,23.0,Son,Single,Male,Lobbyist,None,None
85,York Lane,Caroline,Hill-Harrison,19.0,Daughter,Single,Female,University Student,None,None
85,York Lane,Stephen,Hill-Harrison,18.0,Son,Single,Male,Student,None,None
86,York Lane,Carole,Vaughan,48.0,Head,Married,Female,Tourist information centre manager,None,None
86,York Lane,Lawrence,Vaughan,52.0,Husband,Married,Male,Museum education officer,None,None
86,York Lane,Thomas,Vaughan,4.0,Son,,Male,Child,None,
86,York Lane,Anna,Vaughan,0.0,Daughter,,Female,Child,None,
87,York Lane,Katherine,Harvey,26.0,Head,Married,Female,Learning disability nurse,None,None
87,York Lane,Lewis,Harvey,28.0,Husband,Married,Male,Podiatrist,None,None
87,York Lane,Abigail,Harvey,3.0,Daughter,,Female,Child,None,
87,York Lane,Chelsea,Price-Harvey,0.0,Daughter,,Female,Child,None,
87,York Lane,Peter,Evans,41.0,Lodger,Divorced,Male,Catering manager,None,Christian
88,York Lane,Alice,O'Sullivan,71.0,Head,Married,Female,Retired Logistics and distribution manager,None,Catholic
88,York Lane,Gerald,O'Sullivan,74.0,Husband,Married,Male,Retired Adult guidance worker,None,None
89,York Lane,Molly,Newman,49.0,Head,Married,Female,"Surveyor, mining",None,Catholic
89,York Lane,Duncan,Newman,53.0,Husband,Married,Male,Passenger transport manager,None,Catholic
89,York Lane,Andrea,Newman,19.0,Daughter,Single,Female,University Student,None,Catholic
89,York Lane,Rhys,Newman,15.0,Son,,Male,Student,None,
90,York Lane,Pauline,Moore,44.0,Head,Single,Female,Chief of Staff,None,Methodist
90,York Lane,Annette,Moore,16.0,Daughter,,Female,Student,None,
90,York Lane,Ronald,Moore,16.0,Son,,Male,Student,None,
90,York Lane,Emily,Woodward-Moore,14.0,Daughter,,Female,Student,None,
91,York Lane,Colin,Hill,35.0,Head,Married,Male,Exhibition designer,None,None
91,York Lane,Kimberley,Hill,33.0,Wife,Married,Female,"Scientist, research (physical sciences)",None,None
92,York Lane,Lisa,Williams,18.0,Head,Divorced,Female,Student,None,
92,York Lane,Louise,Williams,0.0,Daughter,,Female,Child,None,
93,York Lane,Joanne,Richardson,44.0,Head,Single,Female,Unemployed,None,Catholic
93,York Lane,Alan,Andrews,46.0,Partner,Single,Male,Theatre stage manager,None,None
93,York Lane,Lewis,Richardson,15.0,Son,,Male,Student,None,
94,York Lane,Cameron,Nicholson,47.0,Head,Divorced,Male,Unemployed,None,None
94,York Lane,Stanley,Bennett-Nicholson,17.0,Son,,Male,Student,None,
94,York Lane,Arthur,Bennett-Nicholson,17.0,Son,,Male,Student,None,
95,York Lane,Nicholas,Herbert,52.0,Head,Single,Male,"Designer, fashion/clothing",None,Christian
95,York Lane,Linda,Jennings,53.0,None,Single,Female,"Therapist, nutritional",None,Christian
95,York Lane,Grace,Townsend,19.0,None,Single,Female,University Student,None,Catholic
95,York Lane,Maureen,Thomson,54.0,None,Single,Female,Drilling engineer,None,Christian
95,York Lane,Caroline,Dean,63.0,None,Single,Female,Legal executive,None,Christian
96,York Lane,Rita,Ingram,61.0,Head,Divorced,Female,Dancer,None,None
96,York Lane,Callum,Jones-Ingram,14.0,Grandson,,Male,Student,None,
97,York Lane,Stacey,Lyons,41.0,Head,Married,Female,Lawyer,None,Catholic
97,York Lane,Keith,Lyons,46.0,Husband,Married,Male,Advertising account executive,None,None
97,York Lane,Annette,Lyons,12.0,Daughter,,Female,Student,None,
97,York Lane,Gillian,Lyons,1.0,Daughter,,Female,Child,None,
98,York Lane,Kayleigh,Graham,46.0,Head,Married,Female,Unemployed,None,Muslim
98,York Lane,Sam,Graham,51.0,Husband,Married,Male,Futures trader,None,None
98,York Lane,Mandy,Graham,7.0,Daughter,,Female,Student,None,
99,York Lane,Shannon,Martin,44.0,Head,Married,Female,Animal technologist,None,None
99,York Lane,Jason,Martin,47.0,Husband,Married,Male,"Therapist, drama",None,None
99,York Lane,Shaun,Martin,15.0,Son,,Male,Student,None,
99,York Lane,Sarah,Martin,10.0,Daughter,,Female,Student,None,
99,York Lane,Julian,Martin,9.0,Son,,Male,Student,None,
100,York Lane,Rita,Gray,52.0,Head,Married,Female,Accounting technician,None,None
100,York Lane,William,Walker,59.0,Husband,Married,Male,"Teacher, primary school",None,None
100,York Lane,Glenn,Gray,22.0,Son,Single,Male,University Student,None,None
101,York Lane,Sally,Bond,27.0,Head,Married,Female,Chief Strategy Officer,None,Sikh
101,York Lane,Barry,Bond,33.0,Husband,Married,Male,"Journalist, newspaper",None,Sikh
102,York Lane,Victoria,Hall,32.0,Head,Married,Female,Personnel officer,None,None
102,York Lane,Jake,Hall,34.0,Husband,Married,Male,Dancer,None,None
103,York Lane,Gemma,Summers,38.0,Head,Single,Female,Games developer,None,Christian
103,York Lane,Brett,Summers,9.0,Son,,Male,Student,None,
103,York Lane,Fiona,Summers,6.0,Daughter,,Female,Student,None,
104,York Lane,Jean,Lucas,39.0,Head,Single,Female,"Surveyor, mining",None,None
104,York Lane,Geoffrey,Jones,42.0,Partner,Single,Male,Translator,None,None
104,York Lane,Angela,Lucas,11.0,Daughter,,Female,Student,None,
104,York Lane,Trevor,Lucas,8.0,Son,,Male,Student,None,
105,York Lane,Hazel,Thomas,38.0,Head,Married,Female,Public relations officer,None,Catholic
105,York Lane,Victor,Thomas,36.0,Husband,Married,Male,Travel agency manager,None,Catholic
105,York Lane,Anthony,Thomas,17.0,Son,,Male,Student,None,
105,York Lane,Henry,Thomas,13.0,Son,,Male,Student,None,
105,York Lane,Joan,Thomas,13.0,Daughter,,Female,Student,None,
106,York Lane,Victoria,Connolly,57.0,Head,Married,Female,Mining engineer,None,Methodist
106,York Lane,Daniel,Connolly,57.0,Husband,Married,Male,"Engineer, water",None,None
106,York Lane,Jay,Howe,8.0,Grandson,,Male,Student,None,
107,York Lane,Rita,Sanderson,52.0,Head,Single,Female,Database administrator,None,Christian
108,York Lane,Chelsea,Lee,68.0,Head,Widowed,Female,Retired Intelligence analyst,None,Christian
109,York Lane,Paula,Kelly,37.0,Head,Married,Female,Retail manager,None,None
109,York Lane,Connor,Kelly,36.0,Husband,Married,Male,Site engineer,None,None
109,York Lane,Hugh,Kelly,4.0,Son,,Male,Child,None,
109,York Lane,Leigh,Kelly,3.0,Son,,Male,Child,None,
110,York Lane,Vanessa,Walsh,19.0,Head,Single,Female,University Student,None,Muslim
111,York Lane,Gordon,Lee,22.0,Head,Married,Male,University Student,None,Methodist
111,York Lane,Bethan,Lee,20.0,Wife,Married,Female,University Student,None,Methodist
112,York Lane,Diane,Hunter,84.0,Head,Widowed,Female,Retired Mudlogger,None,Christian
113,York Lane,Suzanne,Taylor,42.0,Head,Single,Female,Unemployed,None,Catholic
114,York Lane,Katie,Roberts,63.0,Head,Married,Female,Exhibition designer,None,None
114,York Lane,Richard,Roberts,71.0,Husband,Married,Male,Retired Further education lecturer,None,None
114,York Lane,Sarah,Roberts,37.0,Daughter,Single,Female,Actuary,None,None
114,York Lane,Garry,Roberts,36.0,Son,Single,Male,Armed forces technical officer,None,None
114,York Lane,Harriet,Roberts,35.0,Daughter,Divorced,Female,"Accountant, chartered certified",None,None
115,York Lane,Charlotte,Wells,29.0,Head,Married,Female,Consulting civil engineer,None,Christian
115,York Lane,Leonard,Wells,33.0,Husband,Married,Male,"Accountant, chartered certified",None,Christian
115,York Lane,Connor,Wells,2.0,Son,,Male,Child,None,
116,York Lane,Leah,Lawrence,72.0,Head,Married,Female,"Retired Conservator, furniture",None,Christian
116,York Lane,Stewart,Lawrence,75.0,Husband,Married,Male,"Retired Engineer, drilling",None,None
117,York Lane,Victor,Patterson,59.0,Head,Divorced,Male,Petroleum engineer,None,Christian
118,York Lane,Laura,Khan,36.0,Head,Divorced,Female,English as a second language teacher,None,None
118,York Lane,Alexander,Khan,10.0,Son,,Male,Student,None,
118,York Lane,Hugh,Khan,10.0,Son,,Male,Student,None,
119,York Lane,Annette,Davies,73.0,Head,Married,Female,"Retired Journalist, newspaper",None,Christian
119,York Lane,Jamie,Davies,75.0,Husband,Married,Male,Retired Surgeon,None,None
120,York Lane,Karen,Jones,70.0,Head,Widowed,Female,Retired Hospital doctor,None,None
121,York Lane,Shane,Evans,36.0,Head,Single,Male,"Horticulturist, commercial",None,Christian
122,York Lane,Rachel,Simpson,56.0,Head,Married,Female,Insurance account manager,None,None
122,York Lane,Kyle,Simpson,60.0,Husband,Married,Male,Water engineer,None,None
122,York Lane,Danny,Simpson,10.0,Son,,Male,Student,None,
122,York Lane,Sara,Simpson,6.0,Daughter,,Female,Student,None,
123,York Lane,Kenneth,Jones,31.0,Head,Single,Male,PhD Student,None,Christian
123,York Lane,Shaun,Gardiner,18.0,None,Single,Male,University Student,None,Methodist
124,York Lane,Liam,Gould,54.0,Head,Single,Male,Geophysical data processor,None,Christian
124,York Lane,Louis,Reed,23.0,None,Single,Male,Special effects artist,None,None
125,York Lane,Katherine,Jones,64.0,Head,Divorced,Female,Unemployed,None,None
125,York Lane,Dawn,Jones,27.0,Daughter,Divorced,Female,Television/film/video producer,None,None
126,York Lane,Neil,Harris,23.0,Head,Single,Male,Unemployed,None,None
127,York Lane,Gemma,Harvey,53.0,Head,Married,Female,Chemical engineer,None,Christian
127,York Lane,Aaron,Harvey,52.0,Husband,Married,Male,Insurance account manager,None,None
128,York Lane,Natasha,Todd,79.0,Head,Divorced,Female,Retired Writer,None,None
128,York Lane,Bernard,Todd,35.0,Son,Divorced,Male,Financial trader,None,None
129,York Lane,Kelly,Gilbert,31.0,Head,Married,Female,IT sales professional,None,Muslim
129,York Lane,Max,Gray,34.0,Husband,Married,Male,Housing manager/officer,None,None
129,York Lane,Robert,Gilbert,8.0,Son,,Male,Student,None,
129,York Lane,Brian,Gilbert,6.0,Son,,Male,Student,None,
130,York Lane,Christian,Kennedy,57.0,Head,Married,Male,Community pharmacist,None,Christian
130,York Lane,Tina,Kennedy,55.0,Wife,Married,Female,Air traffic controller,None,Christian
131,York Lane,Jeffrey,Cooper-Rice,48.0,Head,Married,Male,Materials engineer,None,None
131,York Lane,Susan,Cooper-Rice,46.0,Wife,Married,Female,Restaurant manager,None,None
131,York Lane,Justin,Cooper-Rice,16.0,Son,,Male,Student,None,
132,York Lane,Rebecca,Knight,50.0,Head,Single,Female,Agricultural engineer,Disabled,None
132,York Lane,Aaron,Wilkins,56.0,Partner,Single,Male,Retail banker,None,None
133,York Lane,Roger,Turner,21.0,Head,Married,Male,"Psychologist, forensic",None,Methodist
133,York Lane,Ellie,Turner,19.0,Wife,Married,Female,Estate manager/land agent,None,None
1,Saunders Rectory,Kayleigh,Hill,40.0,Head,Single,Female,"Social research officer, government",None,None
1,Saunders Rectory,Jason,Holmes,46.0,Partner,Single,Male,Counselling psychologist,None,None
1,Saunders Rectory,Roy,Hill,18.0,Son,Single,Male,Student,None,None
1,Saunders Rectory,Gillian,Hill,18.0,Daughter,Single,Female,Student,None,None
1,Saunders Rectory,Lorraine,Hill,18.0,Daughter,Single,Female,Student,None,None
1,Saunders Rectory,Hollie,Hill,17.0,Daughter,,Female,Student,None,
1,Crown Manorhouse,Arthur,Smith,56.0,Head,Married,Male,Claims inspector/assessor,None,None
1,Crown Manorhouse,Amanda,Smith,56.0,Wife,Married,Female,Land/geomatics surveyor,None,None
1,Crown Manorhouse,Keith,Evans,10.0,Grandson,,Male,Student,None,
1,Crown Manorhouse,Toby,Begum,8.0,Grandson,,Male,Student,None,
1,Crown Manorhouse,Shannon,Moore,3.0,Granddaughter,,Female,Child,None,
1,Rhubarb Institute,Chloe,Freeman,52.0,Head,Married,Female,Phytotherapist,None,Methodist
1,Rhubarb Institute,Jeffrey,Freeman,53.0,Husband,Married,Male,Furniture conservator/restorer,None,Methodist
1,Rhubarb Institute,Dylan,Freeman,17.0,Son,,Male,Student,None,
1,Rhubarb Institute,Deborah,Freeman,17.0,Daughter,,Female,Student,None,
1,Rhubarb Institute,Dennis,Freeman,14.0,Son,,Male,Student,None,
1,Rhubarb Institute,Jacob,Freeman,12.0,Son,,Male,Student,None,
1,Rhubarb Institute,Julie,Freeman,1.0,Daughter,,Female,Child,None,
1,Reid House,Arthur,Khan,76.0,Head,Widowed,Male,"Retired Merchandiser, retail",None,None
1,Jones Inn,Gemma,Hill,53.0,Head,Married,Female,Product designer,None,Christian
1,Jones Inn,Sean,Hill,56.0,Husband,Married,Male,"Geneticist, molecular",None,Christian
1,Jones Inn,Marion,Hill,28.0,Daughter,Single,Female,"Nurse, children's",None,None
1,Jones Inn,Lydia,Hill,24.0,Daughter,Divorced,Female,"Surveyor, building",None,None
1,Jones Inn,Mohamed,Hill,12.0,Son,,Male,Student,None,
1,Strawberry Folly,Simon,Bowen,72.0,Head,Single,Male,Retired Fast food restaurant manager,None,Christian
1,Hancock Abbey,Louise,Hargreaves,88.0,Head,Married,Female,"Retired Psychologist, clinical",None,Christian
1,Hancock Abbey,Jay,Hargreaves,96.0,Husband,Married,Male,"Retired Lighting technician, broadcasting/film/video",None,None
1,Hancock Abbey,Daniel,Hargreaves,57.0,Son,Single,Male,Unemployed,None,None
1,Hancock Abbey,Luke,Hargreaves,54.0,Son,Single,Male,Systems developer,None,Christian
1,Hancock Abbey,Robin,Hargreaves,54.0,Son,Divorced,Male,Hotel manager,None,Christian
1,Hancock Abbey,Daniel,Hargreaves,52.0,Son,Widowed,Male,Counsellor,None,Christian
1,Hancock Abbey,Christian,Hargreaves,45.0,Son,Single,Male,"Lecturer, higher education",None,None
1,Hancock Abbey,Graeme,Hargreaves,43.0,Son,Divorced,Male,Curator,None,None
1,Hancock Abbey,Rosemary,Hargreaves,42.0,Daughter,Single,Female,"Physicist, medical",None,Christian
1,Hancock Abbey,Mohamed,Hargreaves,41.0,Son,Single,Male,"Engineer, automotive",None,None
1,Hancock Abbey,Gordon,Hargreaves,37.0,Son,Single,Male,"Administrator, local government",None,Christian
1,Hancock Abbey,Abdul,Hargreaves,34.0,Son,Single,Male,Minerals surveyor,None,Christian
1,Hancock Abbey,Duncan,Hargreaves,33.0,Son,Divorced,Male,Animator,None,Christian
1,Hancock Abbey,Alexander,Hargreaves,32.0,Son,Single,Male,Location manager,None,Christian
1,Hancock Abbey,Ian,Hargreaves,9.0,Son,,Male,Student,None,
1,Lisbon Cabin,Terence,Ward,72.0,Head,Married,Male,Retired Barrister's clerk,None,Methodist
1,Lisbon Cabin,Ashleigh,Ward,69.0,Wife,Married,Female,Retired Quality manager,None,None
1,Lisbon Cabin,Jay,Martin,21.0,Grandson,Single,Male,University Student,None,Methodist
1,Lisbon Cabin,Leigh,Martin,17.0,Grandson,,Male,Student,None,
1,Lisbon Cabin,Bryan,Parker,16.0,Grandson,,Male,Student,None,
1,Owens Institute,Carole,Patel,51.0,Head,Married,Female,Bookseller,None,Christian
1,Owens Institute,Kevin,Patel-Dixon,50.0,Husband,Married,Male,Logistics and distribution manager,None,Christian
1,Owens Institute,Francis,Patel-Dixon,28.0,Son,Divorced,Male,Printmaker,None,None
1,Owens Institute,Lewis,Patel-Dixon,25.0,Son,Single,Male,Financial risk analyst,None,Christian
1,Owens Institute,Lauren,Patel-Dixon,23.0,Daughter,Single,Female,Jewellery designer,None,None
1,Smith House,Rosie,Harding,36.0,Head,Divorced,Female,Community arts worker,None,None
1,Smith House,Carolyn,Cooper,58.0,None,Single,Female,Broadcast engineer,None,Christian
1,Smith House,Vanessa,Glover,37.0,None,Single,Female,Arboriculturist,None,Christian
1,Smith House,Louise,Rhodes,21.0,None,Single,Female,University Student,None,None
1,Smith House,Liam,Storey,46.0,None,Single,Male,Chemical engineer,None,None
